type,text,listPrice,lastSoldPrice,sqft,stories,beds,baths,baths_full,garage,zip code ,sold_to_list_ratio
single_family,"TOMS RIVER - WATERFRONT BEAUTY BUILT BY LOCAL PREMIER BUILDER - HOME FEATURES APPR. 3200 SQUARE FEET OF LIVING SPACE, IN-GROUND HEATED POOL, WELL APOINTED KITCHEN AND 4 FULL BATHROOMS, PRIMARY BEDROOM SUITE, GAS FIREPLACE, COVERED FIRST FLOOR DECK, GROUND FLOOR PATIOS, GARAGE STORAGE SPACE, THIRD FLOOR FEATURES A MAGNIFICENT (31' X 12') DECK WITH GLASS RAILS PLUS A DEN, BONUS ROOM AND FULL BATH - VINYL BULKHEAD AND MORE - [Redacted entity]",1899999,1799999,3200,3,4,4,4,2,8753,0.947368
single_family,"Welcome Home to This Updated Colonial Gem!Nestled in a quiet rural setting, this fully renovated colonial home offers the perfect blend of modern upgrades and comfortable, affordable living. From the moment you arrive, you'll fall in love with the inviting open porch ideal for relaxing with a glass of lemonade.Inside, the home features 3 spacious bedrooms and 2 full bathrooms, highlighted by select oak hardwood floors and a kitchen with elegant porcelain tile. Each room offers its own unique character, with a large formal dining room perfect for entertaining and a generous living room with a cozy wood-burning stove a perfect spot for cold winter nights.The family room boasts a gas fireplace, creating a second warm and welcoming space. This home is not only charming but also updated for peace of mind, featuring a newer roof, new heating system, new 2,500-gallon septic, and a 200-amp electrical panel.Enjoy the outdoors with a spacious backyard, perfect for relaxing, entertaining, or future expansion. Low taxes and move-in ready, this home also offers an attic space that can be transformed into an office, playroom, or home gym.Don't miss out on this gem schedule your showing today!",325000,315000,,2,3,2,2,,8327,0.969231
single_family,"4-Bedroom, 2-Bath 2-Story Home Offering Approximately 3,640 [Redacted entity] on a 125x155 (.44 Acre) Lot in Monroe Township. Property requires significant repairs and renovation and is being sold strictly as-is, where-is, and how-is. This is a substantial rehab opportunity suited for experienced investors or contractors seeking a large footprint and strong upside potential. [Redacted entity] or credits. [Redacted entity] responsible for all inspections, certifications, and township requirements. Agents please see agent remarks.",275000,270000,3640,2,4,2,2,,8094,0.981818
single_family,"Welcome to [Redacted entity] BRUNSWICK, ideally situated next to Farrington Lake with beautiful lake views and peaceful surroundings all while NOT located in a flood zone. Enjoy scenic water views WITHOUT the added concern. This spacious 4-bedroom, 2.5-bath Colonial offers an inviting and open layout filled with abundant natural light. The first floor features a versatile office/den that can easily be converted into a 5th bedroom, providing flexibility for guests or extended living needs. The expansive living room, centered around a double-sided fireplace, flows effortlessly into the formal dining room, creating an open and airy feel that seamlessly connects the kitchen and main gathering areas perfect for both everyday living and entertaining. Renovated eat-in kitchen, stainless steel appliances, abundant cabinetry. The enclosed rear sunroom is a true highlight of the home, designed with glass doors on both sides that allow abundant natural light to stream in while creating a seamless connection to the outdoors. Surrounded by mature landscaping and tranquil greenery, this bright and airy retreat offers beautiful natural views throughout all seasons an exceptional space to relax, entertain, or simply enjoy the peaceful setting from the comfort of home. Convenient half bathroom on the first floor, Private laundry room, All-new windows throughout the home. Upstairs, ALL bedrooms are generously sized- a rare and highly desirable feature. The spacious primary suite includes a private en-suite bath, while the additional bedrooms are also large and well-proportioned. Large bedrooms throughout the second floor truly set this home apart. A generously sized basement and oversized garage provide abundant storage, workshop space, or excellent potential for future finishing, entertainment use. Located within the EAST BRUNSWICK School District and offering easy access to Route 1, Route 18, the NJ Turnpike, NYC transportation, shopping, Rutgers University, parks",718000,654000,2465,2,4,3,2,2,8850,0.910864
single_family,"A truly rare offering in Sparta/Lake Mohawk, this exceptional MOTHER-DAUGHTER property delivers flexibility, privacy, and space in one beautifully maintained setting. First time on the market since 1977! The main residence features a well-cared-for 4-bedroom, 2.5-bath home with a full basement and attached tandem garage w/workshop, offering generous living areas, comfortable bedrooms, updated kitchen, sprawling synthetic back deck and endless potential for entertaining or everyday living. Seamlessly connected yet completely separate, the private in-law suite is a standout feature ideal for either peaceful separation, seamless connectivity or added versatility. This self-contained residence includes its own bedroom, living room, dining room, full kitchen, basement, and garage, providing total independence while remaining conveniently attached to the main home. Recent updates include; roof, gutters, thermal windows and more! Park-like backyard is highlighted by far spaced mature trees and wide open lawn space. Easy walk to the Upper Lake Beach! Opportunities like this are seldom available in Lake Mohawk; perfect for those seeking space, adaptability, and long-term value in a highly desirable community.",599000,627690,2380,,5,4,3,3,7871,1.047896
single_family,"Welcome to this inviting five-bedroom split-colonial home in the highly sought-after [Redacted entity] section of East Brunswick. This thoughtfully updated residence offers hardwood floors throughout and refreshed bathrooms, creating a warm and comfortable living environment designed for today's lifestyle. Major recent upgrades include a new roof, furnace, hot water heater, garbage disposal, washer, dryerAdding even more value, the home features solar panels to help manage energy costs, making it easier to run the air conditioning and enjoy the built-in inground pool throughout the summer months. Step outside to the fully fenced backyardperfect for relaxing, entertaining, and making lasting memories. Whether hosting gatherings or enjoying quiet evenings poolside, this outdoor space is designed for enjoyment. With a flexible layout, generous living space, and a prime location near top-rated East Brunswick schools, parks, shopping, and commuter routes, this home offers the perfect balance of comfort, convenience,",859000,769000,2019,3,5,3,2,2,8816,0.895227
single_family,"Spacious Colonial nestled in a quiet neighborhood, offering both space and convenience. The large eat-in kitchen is ideal for entertaining and open to the cozy family room featuring a gas fireplace for relaxing evenings at home. A private first floor home office provides the perfect work-from-home setup. The primary suite boasts dual walk-in closets and beautiful hardwood floors flow throughout the entire home. The fully finished basement offers versatile additional living space, complete with a wet bar, sink and ample storage. Step outside to a spacious deck overlooking a generously sized backyard, perfect for entertaining, relaxing and outdoor enjoyment. Easy access to NYC via direct bus service w free parking. Located between two major Universities Rutgers & Princeton. Top-rated medical facilities, professional theaters and several top rated restaurants. Surrounded by many parks and trails; such as, Colonial Park, D&R Canal, Duke Island Park.",950000,985000,2674,,4,4,3,2,8844,1.036842
condos,"Welcome to this well maintained Baronet model located in the very desirable 55+Leisure Village. Freshly painted with with beautiful floors throughout, it boasts 2 bedrooms and garage that leads into kitchen with stainless steel appliances, updated bathroom, separate washer/dryer area and a lovely enclosed porch. the Village is home to 7 lakes, features [Redacted entity] pools, one heated, 9 hole golf course, bocci, fitness room, 2 Club Houses, library, many activities including dances, Atlantic City trips, etc. Great restaurants, shopping and medical facilities nearby and, of course, wonderful beaches and boardwalk.",199500,187000,982,1,2,1,1,1,8701,0.937343
multi_family,"Stunning two-family home in Old Bridge, NJ, offering a rare opportunity with updated roof, siding, and paver curb appeal. Unit 1 features 3 bedrooms, 1.5 baths, an open layout with formal living and dining rooms, a kitchen, an oversized sunroom with an electric fireplace, in-unit laundry, and central air, while Unit 2 is a separate rear studio with 1 bedroom, a full bath, and an eat-in kitchen well-suited for rental income or a comfortable setup. The property also boasts a large vinyl-fenced backyard with patio, gazebo, fire pit, above-ground pool with deck, multiple sheds, private parking, a long driveway for multiple cars, and a prime location close to transportation, schools, and shopping. Don't miss this incredible opportunity to own a versatile, income-producing property with resort-style outdoor space in one of Old Bridge's most desirable locations. Schedule your private showing today",649900,649900,1532,2,0,,,,8857,1
single_family,"This spacious 4-bedroom, 3-bath colonial is waiting for you to bring your vision & make it your own! Charming front porch, large lot, 2-car garage, & multi-car driveway. The interior boasts large rooms, hardwood floors, recessed lights, & a huge unfinished basement. First floor features a new ADA-compliant, full bathroom with roll-in shower. Upstairs you'll find a big primary bedroom with full bath, vanity area, & walk-in closet. 3 more large bedrooms, another full bath, & plenty of closets complete the upstairs. Price is reflective of needed updates & repairs. Don't miss your chance to live in this beautiful neighborhood, conveniently located near shopping, restaurants, highways, beaches, & more!",599000,603000,2225,2,4,3,3,2,8753,1.006678
condos,"This inviting 55+ adult community offers a wonderful lifestyle centered around activity, community, and easy living, with shared spaces and amenities that encourage both relaxation and connection. This beautifully updated 1-bedroom, 1-bath, 1st fl unit, offers large rooms w/ high ceilings, comfortable, low-maintenance living and thoughtful updates throughout. The interior features brand-new luxury vinyl plank flooring, new countertops and fresh, neutral paint, creating a clean and modern space that's ready to move right into. Enjoy the convenience of an in-unit washer and dryer, assigned parking and dedicated storage space in the building. The building also offers a craft room and card room, providing additional opportunities for hobbies and socializing right at home. The well-appointed community features walking paths, a clubhouse with a heated pool and Jacuzzi, tennis, pickleball, bocce courts, a library and a fully equipped exercise room, all designed to support an active and social lifestyle. Whether relaxing poolside, staying fit, or connecting with neighbors, this home offers the perfect balance of comfort, amenities, and community living.",179000,169000,655,,1,1,1,,7480,0.944134
condos,"Brand-New, never-lived-in corner end-unit townhome loaded with premium upgrades and modern luxury finishes. This 2-bedroom, 3 full-bath home features a sun-drenched open layout, dramatic floor-to-ceiling windows, and 9-foot ceilings that create a bright, airy living space designed for today's lifestyle. High-end details throughout include wide plank engineered hardwood flooring, oversized baseboard moldings, designer tile work, and abundant storage solutions. The chef's kitchen is built to impress with sleek white cabinetry, quartz countertops, GE stainless steel double oven, a custom vent hood, and a large center island perfect for gathering and entertaining. Sliding glass doors open to a private patio, offering effortless indoor-outdoor living. The main level also includes a full bath and direct garage access for everyday convenience. Upstairs, retreat to a spa-inspired primary suite featuring upgraded porcelain flooring, a frameless glass shower with rain shower head, double vanity, and a custom walk-in closet. A spacious second bedroom, additional full bathroom, and second-floor laundry complete the upper level. Bonus features include a tankless hot water heater, built-in air purification system, and a full luxury upgrade package with today's most desirable modern amenities. Prime location in a sought-after town with top-rated schools, shopping, dining, and easy access to major highways.",688000,675000,,,2,3,3,1,7059,0.981105
single_family,"Commanding atop a lush, elevated lot bordering 1.5 acres of permanently protected parkland, this masterfully reimagined contemporary estate offers over 6, 300 sqft. of architectural brilliance. Renowned for its privacy and cathedral-like canopy of mature trees, the residence features White Oak flooring and an uncompromising commitment to luxury. The heart of the home is a breathtaking living room with soaring vaulted ceilings and remote-controlled shades, while the chef's kitchen showcases SubZero and Viking appliances, custom cabinetry, and premium stone counters. The open floor plan provides exceptional comfort throughout the main level with radiant heated flooring powered by an efficient boiler system.The primary suite is a true sanctuary, complete with walk-in closet and spa-inspired bath. Across three finished levels, the home offers 6 spacious bedrooms and 4.5 designer baths, including a private lower-level guest suite with a recreation room and home office. The outdoor oasis features a heated inground pool surrounded by stunning landscaping. Modern upgrades include a new roof, full-house generator, and EV charger. While offering the total seclusion of a wooded retreat, this property provides effortless convenience for the modern commuter with rapid access to Rt 78 and nearby NYC-bound trains/buses. Located in coveted enclave served by top-rated Governor [Redacted entity], this is rare fusion of sophisticated design and commuter-friendly tranquility.",1799000,1925000,300,,6,5,4,2,7092,1.070039
townhomes,"This beautifully finished end-unit style home located in highly desirable Sparta, NJ is filled with comfort and character. This 3-bedroom, 2 full bathroom unique residence sits in a privately tucked away [Redacted entity] with easy access to the town and local highways. Inside, the home is wonderfully lit by natural light coming from the large windows and skylights. Upon entering, you are greeted by a small entryway that allows easy access right into the kitchen and the rest of the home. The kitchen has beautiful granite countertops and plenty of storage. Access to the laundry room and garage is nestled off the kitchen, making bringing groceries in an easy task. The living room features high ceilings, skylights, and an earthy stone-and-wood fireplace, perfect for warming up. Both bathrooms are updated and located on each floor while the basement is a nicely finished space. The private backyard patio combined with the corner lot offers up ample outdoor space. The attached 2-car garage and long driveway allow for plenty of parking. Located nicely near parks, restaurants and other local amenities, this is an excellent home in a beautiful neighborhood. Don't miss out.",394000,480000,,,3,2,2,2,7871,1.218274
single_family,"Fully renovated and move-in ready! This beautifully just updated home in the heart of [Redacted entity] is located on a quiet street backing directly to beautiful Unami Park - offering the perfect blend of peaceful living and convenience. Renovated in 2025/2026, every surface has been freshly painted, with new light fixtures, ceiling fans, and updated outlets throughout. The stunning new white shaker kitchen features all new appliances, quartz countertops, a stylish tiled backsplash, skylight, and brand-new hardwood floors extending into the formal dining room. The first-floor full bath was previously completely renovated, showcasing modern tile work and a tub/shower combo. Enjoy relaxing on the open, covered front porch, take advantage of a large full basement with a one-piece lav that can be finished with backyard access, and appreciate the space and storage of an oversized two-car garage. Just 7 blocks to downtown Garwood, NYC train and bus lines, shops, and dining. This is a rare opportunity in a prime location...Priced to sell. [Redacted entity]! Don't miss it!",639900,660000,,,3,1,1,2,7027,1.031411
single_family,"Beautiful 3-bedroom ranch featuring 2 full bathrooms and stylish granite countertops. The kitchen offers newer appliances and updated cabinetry, while hardwood floors run throughout the home, adding warmth and character. The full basement is ready for your finishing touches -- perfect for additional living space, a home gym, or entertainment area. Enjoy the convenience of two driveways, providing plenty of extra parking space. Situated on a nice-sized lot, this home is ideal for first-time buyers or anyone looking for comfortable one-level living with room to grow. Don't miss this opportunity -- schedule your showing today!",550000,580000,1244,1,3,2,2,1,8724,1.054545
condos,"Welcome to luxury waterfront living at Mirabelle on the Hudson in this beautifully appointed 3 bedroom, 2.5 bath duplex residence offering stunning views of the Hudson River and the NYC skyline. This spacious home features an open, airy layout with hardwood floors throughout, recessed lighting, and floor-to-ceiling windows that bathe the space in natural light. The modern kitchen is designed for both style and function, complete with sleek cabinetry, stainless steel appliances, and quartz countertops, seamlessly flowing into the living and dining areas-perfect for everyday living or entertaining. Step out onto either of your two private balconies to enjoy morning sunrises or evening city lights over the river. The primary suite is a true retreat with a walk-in closet and a spa-like en-suite bath featuring double sinks and a soaking tub. The generously sized second bedroom also includes an en-suite bath, while the third bedroom is generously sized and even has the ability for an additional bathroom. Some added highlights include in-unit laundry, two deeded parking spaces (one indoor and one outdoor), and access to premium building amenities including a doorman and fitness center. Ideally located near shopping, dining, parks, and multiple transportation options to NYC, this home offers the perfect blend of comfort, convenience, and elevated waterfront living.",999900,999900,2284,,3,3,2,2,7047,1
single_family,"Welcome to the ''sweet spot'' of Manasquan, perched on an oversized lot & tree lined street--just a stroll to downtown & beautiful beaches. This spacious and open home flows gracefully room to room and exudes warmth and charm. Ideal for large gatherings with an expansive great room, cozy living room w/ fireplace & open white kitchen. Designed for todays style of living, offering a FIRST FLOOR BEDROOM AND FULL BATH FOR SINGLE FLOOR LIVING OPTION. Four ample size bedrooms on the 2nd floor include an expansive master ensuite with walk in closet. A full finished basement features a game room and office. The large backyard leaves plenty of room for a pool. Take in the summer breeze on the rocking chair front porch. It is time to [Redacted entity] coveted location!",1799000,1841000,3004,1,5,4,4,,8736,1.023346
single_family,"Welcome to this adorable two bedroom, one bathroom home full of charm and character. Located just moments from the Mantoloking Bridge and beaches. Situated on a desirable, newly fenced corner property. This lovely home is filled with beautiful natural sunlight and open airy living spaces that make it feel warm and welcoming. The exterior stucco is newly painted and the kitchen boasts granite countertops and a stylish tile backsplash, perfect for everyday living and entertaining. Recent updates include a brand new bathroom, freshly painted bedroom and a basement for extra storage, workout area and laundry. A truly charming home and a wonderful first home for you and your loved ones to grow with and create lasting memories. Homes like this are rare and unique in every way. Come take a look",410000,415000,978,1,2,1,1,,8723,1.012195
single_family,"Welcome home to this beautifully maintained 3-bedroom Colonial, perfectly set on 1.25 acres of partially open land framed by mature trees, offering both privacy & a true neighborhood feel in a walkable community. Step inside to a spacious foyer with an open staircase that sets the tone for the thoughtfully designed interior. The heart of the home is the stunning, updated kitchen, featuring granite countertops, a center island, stainless steel appliances, and an inviting breakfast room that flows seamlessly into the expansive family room with a wood-burning fireplace. A formal dining room just off the kitchen adds the perfect touch for entertaining. Enjoy indoor-outdoor living with a deck off the kitchen, ideal for [Redacted entity] dining and entertaining while overlooking the private backyard. Upstairs, you'll find three generously sized bedrooms, two full baths, a convenient laundry area, and a bonus leisure room perfect for a home office, playroom, or media space. The primary suite is a true retreat, offering two walk-in closets, a vanity area, a luxurious soaking tub, a separate stall shower & toilet room. The full walk-out basement, partially finished, provides flexibility with space for an exercise room, recreation area, and workshop. Step outside to a paver patio with a built-in fire pit, creating an ideal setting for relaxing evenings outdoors. Additional highlights include a 4-bedroom septic system, owned propane tank & generator hook-up, offering both value & peace of mind.",625000,600000,,,3,3,2,2,7838,0.96
single_family,"Located on a quiet cul-de-sac, this expanded ranch offers 3 bedrooms and 2 full baths with a bright, open and airy layout filled with natural light. The thoughtfully designed floor plan provides comfortable living and seamless flow throughout. The kitchen features a large center island with vegetable sink, granite countertops, glass tile backsplash, pantry, telescopic downdraft system, and stainless steel appliances. LED lighting enhances the home throughout, and a brand new whole-house generator and central vacuum system add additional convenience. The primary suite includes an oversized walk-in closet and an expansive en-suite bath, along with the added convenience of a laundry chute. A finished basement provides additional living space and a generous storage closet. The spacious laundry room offers additional storage and a utility sink. The private backyard provides space for outdoor enjoyment. Conveniently located near the Henry Hudson Trail, shopping, transportation, and approximately 2.5 miles to the Aberdeen train station. Located within the Marlboro Township School District.",750000,901000,2018,1,3,2,2,2,7751,1.201333
single_family,"Welcome to [Redacted entity] in Sicklerville, a beautifully updated, move-in ready 4-bedroom, 2.5-bath home offering over 2,600 square feet of thoughtfully designed living space. From the moment you arrive, you'll appreciate the care and upgrades throughout. Inside, the home features a blend of engineered hardwood flooring in the living room, dining room, upstairs hall, and staircase, complemented by 18x18 tile flooring in the kitchen, foyer, laundry room, and bathrooms-creating a seamless and polished feel. The kitchen is both stylish and functional, complete with granite countertops, KraftMaid soft-close cabinetry, and a layout that flows effortlessly into the main living areasideal for everyday living and entertaining. Step outside through the sliding glass door (replaced in 2019) to your private backyard oasis, featuring a gunite in-ground pool, [Redacted entity] hot tub (2020), and a white vinyl privacy fence (2020)-perfect for summer gatherings and relaxing evenings at home. Upstairs, the spacious primary suite offers a true retreat with marble countertops, a soaking tub, and an elegant stand-up shower. The suite also features dual closets, including a walk-in closet, providing ample storage and convenience. Ceiling fans are installed in all bedrooms for added comfort. Additional highlights include an unfinished basement with endless potential, garage doors replaced in 2023 with electric openers, and major system updates including a heater and furnace replaced in 2019. Nearly all windows have been updated, with the majority replaced in 2025 and the front windows completed in 2024. To make your move even easier, the [Redacted entity] hot tub, family room TV, kitchen appliances, washer, dryer, and office desks with the sale. Conveniently located near major highways, shopping, and dining, this home offers the perfect combination of space, upgrades, and lifestyle in a desirable South Jersey location.",529900,562500,2609,2,4,3,2,2,8081,1.061521
single_family,"Tucked along the fairways in Monroe's prestigious The Greens @ Forsgate community, this stunning 4-bedroom, 2.5-bath home offers refined living at its finest. From the moment you step inside, you're welcomed by gleaming cherry hardwood floors and an open, sun-filled layout designed for both comfort and elegance. The updated granite kitchen features stainless steel appliances and a bright eat-in area with a pantry. It flows seamlessly into the spacious living and dining area perfect for entertaining or everyday living. Step out onto the large deck and enjoy serene, protected views of the golf course, offering a true sense of peace and privacy. Upstairs, the luxurious primary suite includes a spa-like bath with a Jacuzzi tub, dual sinks, a walkin closet, and a beautifully tiled shower. Additional highlights include a central vacuum system, side privacy patio, large basement with laundry and endless recreation possibilities, plus a two-car garage. Immaculate inside and out, residents also enjoy access to the community pool, clubhouse, and all the lifestyle perks of one of Monroe's most sought-after neighborhoods. This is upscale living in an unbeatable location. Schedule your private showing today.",799000,790000,2231,2,4,3,2,2,8831,0.988736
single_family,"This classic four-bedroom Colonial sits on a generous property with cascading lawns, garden beds, and elevated views. A center-hall layout with wide openings and hardwood floors creates a warm, inviting flow ideal for everyday living and entertaining. The spacious living and dining rooms flank the entry, each filled with natural light and scenic views. A comfortable family room with a gas-log fireplace opens via sliding doors to a rear deck and deep backyard, complete with a charming playhouse. The sunlit eat-in kitchen features custom cabinetry, granite countertops, and a picture window overlooking the yard, along with an adjoining breakfast area. A convenient mud/laundry room with ample storage and a nearby half bath complete the main level. Upstairs, four bedrooms each offer walk-in closets and hardwood floors. A full hall bath serves three bedrooms, while the primary suite includes dual exposures, a dressing area with built-in vanity, walk-in closet, linen storage, and en-suite bath with walk-in shower. Additional attic storage is easily accessible. The lower level offers a large recreation room, plus storage and utility spaces, with direct access to the attached two-car garage. Ideally located near Midtown Direct trains, top-rated schools, and vibrant downtown shopping and dining, this home offers the best of suburban living.",1050000,1326000,2684,,4,3,2,2,7928,1.262857
condos,"Located in the sought-after Winding River adult community, this larger 2-bedroom end-unit offers a great balance of comfort, updates, and privacy. The open layout, crown moulding, and freshly painted interior create a bright, elevated feel from the moment you walk in. The home has been thoughtfully updated with new flooring, a renovated bathroom, brand new washer and dryer, and a new water heater, so you can move right in without a long to-do list. Out back, you'll find a secluded yard and a lovely sunroom, giving you a quiet space to relax and enjoy a little extra privacy. Winding River offers a community pool, clubhouse, and low-maintenance living. Just minutes from the Jersey Shore, local shopping, and easy access to the Garden State Parkway.",299999,320000,1000,1,2,1,1,,8724,1.06667
single_family,"SALE INCLUDES ADDITIONAL LOT (.67 ACRE). This is your opportunity to own a classic [Redacted entity], space, and lasting value. Offering 1, 752 square feet of living space plus a partially finished basement, this property blends timeless architectural detail with the chance to create updates that reflect your style while building equity. A traditional center hallway leads to bright Living and Dining Rooms highlighted by early 20th-century woodwork and natural light. Beneath the laminate flooring lies hardwood ready to be restored. The kitchen and bath areas provide an excellent opportunity for thoughtful modernization. The 20' x 20' Trex deck and front porch extend the living space outdoors, ideal for relaxing or entertaining guests, and a convenient half bath completes the first floor. Upstairs features four spacious bedrooms with hardwood flooring and a full bathroom. A walk-up attic offers great storage and future expansion potential. The partially finished basement provides flexible space for a home office, gym, or hobby area, along with a storage/Utility Room. Outside, enjoy a detached 4-car garage, RV pad with electric hookup, a large level yard, and an additional .67-acre parcel across the street for expanded yard space or parking flexibility. Major improvements include newer windows, a 9-year-old roof, new [Redacted entity] oil tanks, water purification system, heating upgrades, and completed septic, water, and building inspections. Schedule your private tour today.",449000,445000,1752,,4,2,1,4,7461,0.991091
single_family,"Immaculate 3-bedroom, 2.[Redacted entity] of Morristown! First floor has an open floor plan with a living room/dining room that opens to the kitchen. The updated kitchen has stainless steel appliances: refrigerator, gas stove/oven, microwave and dishwasher. Convenient walk-in Pantry with laundry hook-up, a mudroom, and a powder room. Upstairs are three bedrooms and two full baths, with one bath en suite to the primary bedroom. The third floor is a bright, open loft space that can be used for a home office, playroom or additional living space. The home offers a large covered front porch. The fully fenced backyard is a beautiful oasis in Downtown Morristown with a patio space. Lower level has storage space and laundry area. Enjoy this turnkey home in the heart of everything that Morristown has to offer.",650000,660000,,,3,3,2,,7960,1.015385
townhomes,"Waterfront townhouse living in the heart of Keyport. Filled with natural light and framed by water views, this spacious attached home offers an open layout with hardwood floors, soaring ceilings, and a gas fireplace that anchors the main living space. A dramatic two story foyer creates a striking first impression, while two private balconies invite you to enjoy the breeze and evening sunsets. The primary suite features a walk in closet, generous ensuite bath, and private outdoor access. A loft area adds flexible living space for a home office, lounge, or reading nook. Ground level garage and basement access add convenience, storage, and function. Fee simple [Redacted entity] HOA fee makes this a rare chance to enjoy low maintenance waterfront living with space, style, and views.",749999,760000,2213,3,3,3,2,2,7735,1.013335
single_family,"First, you have to appreciate the massive size of this lot, which extends well beyond the garage, offering incredible potential on a 36 x [Redacted entity], a well kept and remodeled single family home in an unbeatable location with easy access to parks, highways, and more. This home blends modern and contemporary style with charming details and hardwood floors throughout. The first floor features a spacious side to side sunroom, followed by a living room with a chimney and detailed finishes, a bedroom, and a quartz countertop kitchen with wood cabinetry. The second floor offers a primary suite with its own half bathroom, an additional large bedroom, and a full bathroom. The fully finished basement includes another full bathroom. The property also offers an exceptional amount of parking along with a two car garage. This lot is truly massive and must be seen to be fully appreciated.",525000,560000,,,3,3,2,2,7018,1.066667
single_family,"North East Facing.. Bright and Spacious! Welcome to this stunning 4-bedroom, [Redacted entity] of Iselin! This beautifully maintained, move-in ready home features a remodeled eat-in kitchen, New Dishwasher just installed, elegant Granite countertops, perfect for everyday living and entertaining. Brand new vinyl wood flooring flows throughout the home, complemented by fresh paint in modern, neutral tones. Step outside to a fully fenced backyard offering the perfect space for relaxation, outdoor gatherings, and family fun. Ideally located just minutes from Metro park Train Station with easy access to major highways including the New Jersey Turnpike, Garden State Parkway, U.S. Route 1 & 9 making commuting a breeze. Enjoy nearby shopping and dining at Woodbridge Center and other local amenities. With its prime location and comfortable layout, this home is a fantastic opportunity for buyers seeking both convenience and style. Don't miss your chance to own a beautiful home in a highly desirable neighborhood!",550000,545000,1295,2,4,2,2,,8830,0.990909
single_family,"Fully Renovated & Move-In Ready! Step into modern comfort with this beautifully updated 6-bedroom, 4-bath home, featuring brand-new renovations throughout. Enjoy a stylish new kitchen with quartz countertops, Bosch appliances, and custom cabinetry. Fresh paint, European White Oak flooring, and contemporary fixtures give every room a clean, inviting feel. Plenty of room in this home with over 3, 900 sq ft living space with multiple lounge areas. The bathrooms have been completely remodeled with sleek tile work and modern fixtures. Outside, a large yard offers the perfect space for relaxing or entertaining. Located in a desirable neighborhood close to everything. Driveway new Asphalt to be installed. This turnkey home is a must-see!",1399000,1375000,900,,6,4,3,3,7920,0.982845
single_family,"This wonderful and well loved home is located on a quiet street just blocks to Jake's Branch Park. With Original Hardwood Floors, Pine Cabinets, and a welcome kitsch feel, this home is bursting with style and ready for a new [Redacted entity] is has to offer. Upgrades include: [Redacted entity] in 2023, HVAC including Furnace and Central AC Replaced in 2022, [Redacted entity] in 2022, Full Finished Dry Basement with Storage Area, Laundry Room, Workshop & Entertaining Space. Modern Kitchen Appliances, Fully Renovated Bathroom including Custom Tile Work, Hardwood Floors in Bedrooms and Dining Room and Bamboo Flooring and Wood Burning Stove, in [Redacted entity] are amenities you just don't find at this price point!! Don't miss out, this lovely home is a must see!!",375000,415000,1152,1,3,1,1,,8757,1.106667
condos,"Welcome to this beautifully updated and sought-after [Redacted entity] model, located on the golf course in the desirable adult community of Leisure Village West. This 2-bedroom, 2-bath home with a versatile den offers the perfect blend of comfort and style, ideal for both everyday living and entertaining. Step inside to find an updated interior with inviting living spaces. Out back, enjoy your own private patio--perfect for morning coffee or relaxing evenings in a peaceful setting. Leisure Village West offers an exceptional lifestyle with an impressive array of amenities, including a clubhouse, golf course, fitness center, outdoor pool, and countless opportunities for recreation, hobbies, and social gatherings. This is more than just a home--it's a vibrant, active lifestyle waiting for you.",305000,285000,1602,1,2,2,2,1,8759,0.934426
townhomes,"Welcome home to this stunning, meticulously well kept 3 Bedroom / 2 Full & 2 Half Bathroom townhouse conveniently located in highly sought after [Redacted entity]. Stretching across four levels, this luxurious home features only the finest finishes with gleaming hardwood floors, recessed lighting, ample storage space, multi-zone heating and cooling, custom window treatments, CAT5 wiring throughout, snow melt system at front entrance, and a private backyard. First floor features a welcoming entry foyer, family room w/ built-in [Redacted entity] bed, half bathroom, utility room, storage space, and heated one car garage perfect for everyday living. Main living space on the second level includes an open concept living room w/ gas fireplace, Chef's kitchen, dining room, half bathroom, and laundry. Chef's kitchen features SS appliances, quartz countertops, custom cabinets, and center island w/ wine fridge. Third floor features a spacious Master bedroom with spa-like ensuite bathroom and custom walk-in closet, two guest bedrooms, and full bathroom. Completing this gorgeous home is a fourth level with office / nook, storage, and rooftop terrace perfect for entertaining. Conveniently located near award winning schools, plenty of shopping and restaurants, parks, and public transportation, this is truly a home you do not want to miss!",1175910,1100000,3017,,3,4,3,2,7024,0.935446
single_family,"Welcome to this lovingly maintained ''Covington'' model, offering a comfortable and inviting layout. The spacious kitchen features a full appliance package and a bright eat in area overlooking a sun filled window. Skylights in the living and dining areas bring in beautiful natural light, while sliders open to an enclosed sunroom that is perfect for relaxing. Both bedrooms are generously sized, and the primary suite includes its own private bath and big closet. Enjoy the convenience of a direct entry garage for added storage. Some of the big ticket items have already been done for you including a 6 month old HVAC system. Great, active community with plenty of amenities. With just a few cosmetic touches, this could easily become your perfect home!",489000,475000,1463,1,2,2,2,1,8724,0.97137
